"Twitter ID",Text,"Profile Image URL",Day,Hour,Minute,"Created At",Geo,"From User","From User ID",Language,"To User","To User ID",Source
125340984669241344,"Awesome.UnitedWeStand“@OccupyWallStNYC: A panoramic video of the thousands of #ows supporters in #OccupyTimesSquare:  http://t.co/S9Sd6BpU”",http://a2.twimg.com/profile_images/1575727118/image_normal.jpg,2011-10-15,22,43,"2011-10-15 22:43:14",N;,meanderingpants,420084908,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125340993720553472,"#OccupyTimesSquare Live Cam http://t.co/uvLGedQw",http://a1.twimg.com/profile_images/1426873020/47336_419989091663_601616663_4688150_6956187_n_normal.jpg,2011-10-15,22,43,"2011-10-15 22:43:16",N;,consumptionblog,219372925,it,,0,"&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;"
125341029393117184,"“@OccupyWallStNYC: A panoramic video of the thousands of #ows supporters in #OccupyTimesSquare:  http://t.co/dSWcSaw1” I love NY!",http://a3.twimg.com/profile_images/1334624348/Photo_du_63021401-04-___17.30-1_normal.jpg,2011-10-15,22,43,"2011-10-15 22:43:24",N;,gingraf,201433996,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125341145608884224,"They'd need 50k police to take down #OccupyTimesSquare right now bc of #OccupyWallStNYC marches...#OWS #Oct15 #15O #O15",http://a3.twimg.com/profile_images/1175592765/Blog_ID_normal.png,2011-10-15,22,43,"2011-10-15 22:43:52",N;,nmmi_nut,189542297,en,,0,"&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;"
125341161564020736,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a3.twimg.com/profile_images/1513041746/tw_12129312_1314292745_normal.jpg,2011-10-15,22,43,"2011-10-15 22:43:56",N;,FreyaFoust,232458751,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125341294229848064,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a2.twimg.com/profile_images/1299848960/gah4a65g4rae_normal.jpg,2011-10-15,22,44,"2011-10-15 22:44:27",N;,_xtki_kixtu,422157812,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125341365327507456,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a1.twimg.com/sticky/default_profile_images/default_profile_6_normal.png,2011-10-15,22,44,"2011-10-15 22:44:44",N;,usgs00,100840831,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125341404451975168,"RT @AdamGabbatt: TARU police officer climbs ontop of barrier truck, filming protesters at 46th #OccupyTimesSquare",http://a3.twimg.com/profile_images/1568675804/Culturemap_Low_Key_Start_normal.jpg,2011-10-15,22,44,"2011-10-15 22:44:54",N;,CraigBlaylock,413533021,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125341432658665472,"RT @geoff9cow: #OccupyTimesSquare - Not a great night for Broadway tickets. Demonstrators under Bank of America, interesting #ows http://t.co/Avjb3xXK",http://a3.twimg.com/profile_images/1398227779/mkcYd_normal.jpg,2011-10-15,22,45,"2011-10-15 22:45:00",N;,NightOwl4Music,108241369,en,,0,"&lt;a href=&quot;http://twitpic.com&quot; rel=&quot;nofollow&quot;&gt;Twitpic&lt;/a&gt;"
125341485511098368,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a1.twimg.com/profile_images/1573925105/2_normal.jpg,2011-10-15,22,45,"2011-10-15 22:45:13",N;,VallientEffort,419467674,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125341505408876544,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a2.twimg.com/profile_images/1576866169/image_normal.jpg,2011-10-15,22,45,"2011-10-15 22:45:18",N;,Jennyfur13,170235773,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125341578528169984,"RT @OccupyWallStNYC: Hundreds of police entering corner of 7th and 46th to try to control peaceful #OccupyTimesSquare PIC: http://t.co/AQqdfT2Y",http://a3.twimg.com/profile_images/1499309427/Squitieri_Christina_Zine2011_normal.jpg,2011-10-15,22,45,"2011-10-15 22:45:35",N;,minisquiggs,109436746,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125341593610883072,"First &quot;swarm&quot; I've ever been a part of, lol. #OccupyTimesSquare: #OccupyWallStreet Protesters Swarm Midtown http://t.co/gM9psE20  #O15",http://a0.twimg.com/profile_images/1569021542/Black_Globe_normal.jpg,2011-10-15,22,45,"2011-10-15 22:45:39",N;,occupyitall,417684661,en,,0,"&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;"
125341610551681024,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a3.twimg.com/profile_images/1384807206/IMG_0754_normal.JPG,2011-10-15,22,45,"2011-10-15 22:45:43",N;,BoonDanks,177205679,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125341647969058816,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a0.twimg.com/profile_images/1458061354/Mascot11_1285692cl-8_normal.jpg,2011-10-15,22,45,"2011-10-15 22:45:52",N;,TOSPORTSFANBLOG,379288387,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125341654080172032,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a0.twimg.com/profile_images/1576360115/a_normal.jpg,2011-10-15,22,45,"2011-10-15 22:45:53",N;,forever_flavor6,351277804,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125341672468004864,"RT @phillipanderson: Would NYPD be so aggressive if we had all showed up on Dec 31 wearing funny hats? #OWS #OccupyTimesSquare",http://a2.twimg.com/profile_images/1543710044/jones_normal.png,2011-10-15,22,45,"2011-10-15 22:45:58",N;,skomputer,3937483,en,,0,"&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;"
125341702146895872,"RT @djmilbrand: Police presence is just a little bit absurd #occupytimessquare http://t.co/cb4uNZAf",http://a2.twimg.com/profile_images/787570454/kosmar_96_normal.jpg,2011-10-15,22,46,"2011-10-15 22:46:05",N;,kosmar,4215,fr,,0,"&lt;a href=&quot;http://www.apple.com&quot; rel=&quot;nofollow&quot;&gt;Camera on iOS&lt;/a&gt;"
125341703296131072,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a2.twimg.com/profile_images/1107753103/30446_405662099463_820849463_4065309_7666788_n_normal.jpg,2011-10-15,22,46,"2011-10-15 22:46:05",N;,JulianGallo66,665420,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125341715015024640,"Copes have penned in the demonstrators - Live - #OccupyTimesSquare http://t.co/cp8uVRKA and http://t.co/7Eo5OBHq #OWS",http://a3.twimg.com/profile_images/313169944/GeoffGreen_normal.jpg,2011-10-15,22,46,"2011-10-15 22:46:08",N;,geoff9cow,13349024,en,,0,"&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;"
125341814633934848,"ThePeteTV LIVE #OccupyTimesSquare #OWS - LIVE at http://t.co/I74nGGJs",http://a0.twimg.com/profile_images/1503859816/ThePeteHead_normal.jpg,2011-10-15,22,46,"2011-10-15 22:46:32",N;,thepete,20159,it,,0,"&lt;a href=&quot;http://bambuser.com&quot; rel=&quot;nofollow&quot;&gt;Bambuser&lt;/a&gt;"
125341844145049600,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a1.twimg.com/profile_images/1082992782/l_00e700aa3e90d299d465fee738930e37_normal.jpg,2011-10-15,22,46,"2011-10-15 22:46:39",N;,EZCamins,137966265,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125341846254788608,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a3.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,2011-10-15,22,46,"2011-10-15 22:46:39",N;,ltamega,99546791,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125341848033173504,"RT @geoff9cow: Copes have penned in the demonstrators - Live - #OccupyTimesSquare http://t.co/cp8uVRKA and http://t.co/7Eo5OBHq #OWS",http://a3.twimg.com/profile_images/1580505951/Aqua2012owsUrbane_normal.gif,2011-10-15,22,46,"2011-10-15 22:46:39",N;,Aqua_Buddah,145187087,en,,0,"&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;"
125341854333026304,"RT @OccupyWallStNYC: Hundreds of police entering corner of 7th and 46th to try to control peaceful #OccupyTimesSquare PIC: http://t.co/AQqdfT2Y",http://a3.twimg.com/profile_images/1568675804/Culturemap_Low_Key_Start_normal.jpg,2011-10-15,22,46,"2011-10-15 22:46:41",N;,CraigBlaylock,413533021,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125341870216851456,"RT @phillipanderson: MT @OccupyWallStNYC: 100s of police entering corner of 7th &amp; 46th to try to control peaceful #OccupyTimesSquare PIC: http://t.co/DeVrM4sJ",http://a0.twimg.com/profile_images/1179435392/MalcolmX_900px_normal.jpg,2011-10-15,22,46,"2011-10-15 22:46:45",N;,JassonPerez,117383536,en,,0,"&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;"
125341929071312896,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a3.twimg.com/profile_images/1401122988/twitter_for_now_normal.jpg,2011-10-15,22,46,"2011-10-15 22:46:59",N;,OhHeyitsKaren,199702605,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125341945257144320,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a0.twimg.com/profile_images/1588466413/Photo_on_2011-10-14_at_16.47__3_normal.jpg,2011-10-15,22,47,"2011-10-15 22:47:03",N;,astraelle,381386250,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125341945328451584,"RT @Vondumptruck: I am proud to be one of the world wide outraged that occupied a public square today. #OWS #OccupyBuffalo #OccupyTimesSquare",http://a3.twimg.com/profile_images/1580709707/avatar_normal.JPEG,2011-10-15,22,47,"2011-10-15 22:47:03",N;,MissPhe_nomenal,169623983,en,,0,"&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;"
125341985014939648,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a1.twimg.com/profile_images/1181360424/Shadow_normal.jpg,2011-10-15,22,47,"2011-10-15 22:47:12",N;,leobeeson,13242764,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125341997895659520,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a0.twimg.com/profile_images/1411568103/MESP_normal.jpg,2011-10-15,22,47,"2011-10-15 22:47:15",N;,CondoKat,2920315,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125342019420827648,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a2.twimg.com/profile_images/787570454/kosmar_96_normal.jpg,2011-10-15,22,47,"2011-10-15 22:47:20",N;,kosmar,4215,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125342022914670592,"Some of my friends who came to watch games or the race are here, + what they're staring at is my laptop streaming #OccupyTimesSquare.",http://a1.twimg.com/profile_images/1213351691/a6e00d30-383d-40a1-917a-35ef57632c7a_normal.png,2011-10-15,22,47,"2011-10-15 22:47:21",N;,GreenEyedLilo,100600218,en,,0,"&lt;a href=&quot;http://mobile.twitter.com&quot; rel=&quot;nofollow&quot;&gt;Mobile Web&lt;/a&gt;"
125342032112791552,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a1.twimg.com/profile_images/1157021106/twit_profile2_normal.jpg,2011-10-15,22,47,"2011-10-15 22:47:23",N;,millbot,3894719,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125342033538859008,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a3.twimg.com/profile_images/257223753/pat_ros_normal.jpg,2011-10-15,22,47,"2011-10-15 22:47:24",N;,PDRosso,9728167,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125342161200885760,"RT @OccupyWallStNYC: Hundreds of police entering corner of 7th and 46th to try to control peaceful #OccupyTimesSquare PIC: http://t.co/AQqdfT2Y",http://a1.twimg.com/profile_images/1244609490/8bvo51fF_normal,2011-10-15,22,47,"2011-10-15 22:47:54",N;,Pcsst,189240575,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125342226405535744,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a1.twimg.com/profile_images/1539417872/2011-09-10_12.42.20_normal.jpg,2011-10-15,22,48,"2011-10-15 22:48:10",N;,HunnieBun603,281555819,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125342406718668800,"Seems impossible to cross the street to the other half of protest behind police barriers. Friend described as Bantustans #OccupyTimesSquare",http://a0.twimg.com/profile_images/1411841006/IMG_0100_normal.JPG,2011-10-15,22,48,"2011-10-15 22:48:53",N;,halfghaninNE,289244006,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125342432014503936,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a3.twimg.com/profile_images/96097303/Jerry_normal.jpg,2011-10-15,22,48,"2011-10-15 22:48:59",N;,mrjerryjonesjr,9728695,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125342487232520192,"#OccupyTimesSquare  http://t.co/bZBMsZT1",http://a0.twimg.com/profile_images/1411841006/IMG_0100_normal.JPG,2011-10-15,22,49,"2011-10-15 22:49:12",N;,halfghaninNE,289244006,it,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125342525081915392,"RT @OccupyWallStNYC: Hundreds of police entering corner of 7th and 46th to try to control peaceful #OccupyTimesSquare PIC: http://t.co/AQqdfT2Y",http://a0.twimg.com/profile_images/1374956093/cc16ed8e-9177-4828-8848-1da822bca87e_normal.png,2011-10-15,22,49,"2011-10-15 22:49:21",N;,OlympedeGouges,15505098,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125342536226189312,"RT @thepete: ThePeteTV LIVE #OccupyTimesSquare #OWS - LIVE at http://t.co/I74nGGJs",http://a1.twimg.com/profile_images/79746872/YES-bomb_normal.jpg,2011-10-15,22,49,"2011-10-15 22:49:24",N;,blogdrop,5078069,it,,0,"&lt;a href=&quot;http://bambuser.com&quot; rel=&quot;nofollow&quot;&gt;Bambuser&lt;/a&gt;"
125342552617525248,"RT @OccupyWallStNYC: A panoramic video of the thousands of #ows supporters in #OccupyTimesSquare:  http://t.co/iv5sAZDf",http://a3.twimg.com/profile_images/1406814972/tumblr_kxnfed0ane1qzbqf4o1_1280_normal.jpg,2011-10-15,22,49,"2011-10-15 22:49:27",N;,GreenAgeRecords,288033886,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125342560020471808,"#occupytimessquare http://t.co/BuHgwq8Y",http://a3.twimg.com/profile_images/1375541438/23803_347886041070_12052216070_5350418_2430837_n_normal.jpg,2011-10-15,22,49,"2011-10-15 22:49:29",N;,milkgap,1094262,it,,0,"&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;"
125342565175263232,"RT @OccupyWallStNYC: Hundreds more on 46th st not even being allowed 2 enter (public) Times Square 2 join their voices: #OccupyTimesSquare http://t.co/P4ewhf3x",http://a0.twimg.com/profile_images/1574693843/steve-jobs-apple_normal.jpg,2011-10-15,22,49,"2011-10-15 22:49:30",N;,HeartSoulDesign,81863031,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
125342589997166592,"#OccupyTimesSquare is in full effect. Taxi cab detoured. Tardy to dinner. Power to the people!",http://a3.twimg.com/profile_images/1277936343/SittingHeadshot_lg_normal.jpg,2011-10-15,22,49,"2011-10-15 22:49:36",N;,keyinfluencer,32042,en,,0,"&lt;a href=&quot;http://seesmic.com/&quot; rel=&quot;nofollow&quot;&gt;Seesmic&lt;/a&gt;"
125342622775640064,"RT @OccupyWallStNYC: Hundreds of police entering corner of 7th and 46th to try to control peaceful #OccupyTimesSquare PIC: http://t.co/AQqdfT2Y",http://a0.twimg.com/profile_images/1452160009/vac7vqK5_normal,2011-10-15,22,49,"2011-10-15 22:49:44",N;,lisandroOC,23702788,en,,0,"&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;"
